ibge_code,city_name,state_code,state_name,city_state_pair,city_name_no_accent
3155603,Rio Pardo De Minas,MG,Minas Gerais,"Rio Pardo De Minas, MG",Rio Pardo De Minas
3155702,Rio Piracicaba,MG,Minas Gerais,"Rio Piracicaba, MG",Rio Piracicaba
3155801,Rio Pomba,MG,Minas Gerais,"Rio Pomba, MG",Rio Pomba
3155900,Rio Preto,MG,Minas Gerais,"Rio Preto, MG",Rio Preto
3156007,Rio Vermelho,MG,Minas Gerais,"Rio Vermelho, MG",Rio Vermelho
3156106,Ritápolis,MG,Minas Gerais,"Ritápolis, MG",Ritapolis
3156205,Rochedo De Minas,MG,Minas Gerais,"Rochedo De Minas, MG",Rochedo De Minas
3156304,Rodeiro,MG,Minas Gerais,"Rodeiro, MG",Rodeiro
3156403,Romaria,MG,Minas Gerais,"Romaria, MG",Romaria
3156452,Rosário Da Limeira,MG,Minas Gerais,"Rosário Da Limeira, MG",Rosario Da Limeira
3156502,Rubelita,MG,Minas Gerais,"Rubelita, MG",Rubelita
3156601,Rubim,MG,Minas Gerais,"Rubim, MG",Rubim
3156700,Sabará,MG,Minas Gerais,"Sabará, MG",Sabara
3156809,Sabinópolis,MG,Minas Gerais,"Sabinópolis, MG",Sabinopolis
3156908,Sacramento,MG,Minas Gerais,"Sacramento, MG",Sacramento
3157005,Salinas,MG,Minas Gerais,"Salinas, MG",Salinas
3157104,Salto Da Divisa,MG,Minas Gerais,"Salto Da Divisa, MG",Salto Da Divisa
3157203,Santa Bárbara,MG,Minas Gerais,"Santa Bárbara, MG",Santa Barbara
3157252,Santa Bárbara Do Leste,MG,Minas Gerais,"Santa Bárbara Do Leste, MG",Santa Barbara Do Leste
3157278,Santa Bárbara Do Monte Verde,MG,Minas Gerais,"Santa Bárbara Do Monte Verde, MG",Santa Barbara Do Monte Verde
3157302,Santa Bárbara Do Tugúrio,MG,Minas Gerais,"Santa Bárbara Do Tugúrio, MG",Santa Barbara Do Tugurio
3157336,Santa Cruz De Minas,MG,Minas Gerais,"Santa Cruz De Minas, MG",Santa Cruz De Minas
3157377,Santa Cruz De Salinas,MG,Minas Gerais,"Santa Cruz De Salinas, MG",Santa Cruz De Salinas
3157401,Santa Cruz Do Escalvado,MG,Minas Gerais,"Santa Cruz Do Escalvado, MG",Santa Cruz Do Escalvado
3157500,Santa Efigênia De Minas,MG,Minas Gerais,"Santa Efigênia De Minas, MG",Santa Efigenia De Minas
3157609,Santa Fé De Minas,MG,Minas Gerais,"Santa Fé De Minas, MG",Santa Fe De Minas
3157658,Santa Helena De Minas,MG,Minas Gerais,"Santa Helena De Minas, MG",Santa Helena De Minas
3157708,Santa Juliana,MG,Minas Gerais,"Santa Juliana, MG",Santa Juliana
3157807,Santa Luzia,MG,Minas Gerais,"Santa Luzia, MG",Santa Luzia
3157906,Santa Margarida,MG,Minas Gerais,"Santa Margarida, MG",Santa Margarida
3158003,Santa Maria De Itabira,MG,Minas Gerais,"Santa Maria De Itabira, MG",Santa Maria De Itabira
3158102,Santa Maria Do Salto,MG,Minas Gerais,"Santa Maria Do Salto, MG",Santa Maria Do Salto
3158201,Santa Maria Do Suaçuí,MG,Minas Gerais,"Santa Maria Do Suaçuí, MG",Santa Maria Do Suacui
3158300,Santana Da Vargem,MG,Minas Gerais,"Santana Da Vargem, MG",Santana Da Vargem
3158409,Santana De Cataguases,MG,Minas Gerais,"Santana De Cataguases, MG",Santana De Cataguases
3158508,Santana De Pirapama,MG,Minas Gerais,"Santana De Pirapama, MG",Santana De Pirapama
3158607,Santana Do Deserto,MG,Minas Gerais,"Santana Do Deserto, MG",Santana Do Deserto
3158706,Santana Do Garambéu,MG,Minas Gerais,"Santana Do Garambéu, MG",Santana Do Garambeu
3158805,Santana Do Jacaré,MG,Minas Gerais,"Santana Do Jacaré, MG",Santana Do Jacare
3158904,Santana Do Manhuaçu,MG,Minas Gerais,"Santana Do Manhuaçu, MG",Santana Do Manhuacu
3158953,Santana Do Paraíso,MG,Minas Gerais,"Santana Do Paraíso, MG",Santana Do Paraiso
3159001,Santana Do Riacho,MG,Minas Gerais,"Santana Do Riacho, MG",Santana Do Riacho
3159100,Santana Dos Montes,MG,Minas Gerais,"Santana Dos Montes, MG",Santana Dos Montes
3159209,Santa Rita De Caldas,MG,Minas Gerais,"Santa Rita De Caldas, MG",Santa Rita De Caldas
3159308,Santa Rita De Jacutinga,MG,Minas Gerais,"Santa Rita De Jacutinga, MG",Santa Rita De Jacutinga
3159357,Santa Rita De Minas,MG,Minas Gerais,"Santa Rita De Minas, MG",Santa Rita De Minas
3159407,Santa Rita De Ibitipoca,MG,Minas Gerais,"Santa Rita De Ibitipoca, MG",Santa Rita De Ibitipoca
3159506,Santa Rita Do Itueto,MG,Minas Gerais,"Santa Rita Do Itueto, MG",Santa Rita Do Itueto
3159605,Santa Rita Do Sapucaí,MG,Minas Gerais,"Santa Rita Do Sapucaí, MG",Santa Rita Do Sapucai
3159704,Santa Rosa Da Serra,MG,Minas Gerais,"Santa Rosa Da Serra, MG",Santa Rosa Da Serra
3159803,Santa Vitória,MG,Minas Gerais,"Santa Vitória, MG",Santa Vitoria
3159902,Santo Antônio Do Amparo,MG,Minas Gerais,"Santo Antônio Do Amparo, MG",Santo Antonio Do Amparo
3160009,Santo Antônio Do Aventureiro,MG,Minas Gerais,"Santo Antônio Do Aventureiro, MG",Santo Antonio Do Aventureiro
3160108,Santo Antônio Do Grama,MG,Minas Gerais,"Santo Antônio Do Grama, MG",Santo Antonio Do Grama
3160207,Santo Antônio Do Itambé,MG,Minas Gerais,"Santo Antônio Do Itambé, MG",Santo Antonio Do Itambe
3160306,Santo Antônio Do Jacinto,MG,Minas Gerais,"Santo Antônio Do Jacinto, MG",Santo Antonio Do Jacinto
3160405,Santo Antônio Do Monte,MG,Minas Gerais,"Santo Antônio Do Monte, MG",Santo Antonio Do Monte
3160454,Santo Antônio Do Retiro,MG,Minas Gerais,"Santo Antônio Do Retiro, MG",Santo Antonio Do Retiro
3160504,Santo Antônio Do Rio Abaixo,MG,Minas Gerais,"Santo Antônio Do Rio Abaixo, MG",Santo Antonio Do Rio Abaixo
3160603,Santo Hipólito,MG,Minas Gerais,"Santo Hipólito, MG",Santo Hipolito
3160702,Santos Dumont,MG,Minas Gerais,"Santos Dumont, MG",Santos Dumont
3160801,São Bento Abade,MG,Minas Gerais,"São Bento Abade, MG",Sao Bento Abade
3160900,São Brás Do Suaçuí,MG,Minas Gerais,"São Brás Do Suaçuí, MG",Sao Bras Do Suacui
3160959,São Domingos Das Dores,MG,Minas Gerais,"São Domingos Das Dores, MG",Sao Domingos Das Dores
3161007,São Domingos Do Prata,MG,Minas Gerais,"São Domingos Do Prata, MG",Sao Domingos Do Prata
3161056,São Félix De Minas,MG,Minas Gerais,"São Félix De Minas, MG",Sao Felix De Minas
3161106,São Francisco,MG,Minas Gerais,"São Francisco, MG",Sao Francisco
3161205,São Francisco De Paula,MG,Minas Gerais,"São Francisco De Paula, MG",Sao Francisco De Paula
3161304,São Francisco De Sales,MG,Minas Gerais,"São Francisco De Sales, MG",Sao Francisco De Sales
3161403,São Francisco Do Glória,MG,Minas Gerais,"São Francisco Do Glória, MG",Sao Francisco Do Gloria
3161502,São Geraldo,MG,Minas Gerais,"São Geraldo, MG",Sao Geraldo
3161601,São Geraldo Da Piedade,MG,Minas Gerais,"São Geraldo Da Piedade, MG",Sao Geraldo Da Piedade
3161650,São Geraldo Do Baixio,MG,Minas Gerais,"São Geraldo Do Baixio, MG",Sao Geraldo Do Baixio
3161700,São Gonçalo Do Abaeté,MG,Minas Gerais,"São Gonçalo Do Abaeté, MG",Sao Goncalo Do Abaete
3161809,São Gonçalo Do Pará,MG,Minas Gerais,"São Gonçalo Do Pará, MG",Sao Goncalo Do Para
3161908,São Gonçalo Do Rio Abaixo,MG,Minas Gerais,"São Gonçalo Do Rio Abaixo, MG",Sao Goncalo Do Rio Abaixo
3162005,São Gonçalo Do Sapucaí,MG,Minas Gerais,"São Gonçalo Do Sapucaí, MG",Sao Goncalo Do Sapucai
3162104,São Gotardo,MG,Minas Gerais,"São Gotardo, MG",Sao Gotardo
3162203,São João Batista Do Glória,MG,Minas Gerais,"São João Batista Do Glória, MG",Sao Joao Batista Do Gloria
3162252,São João Da Lagoa,MG,Minas Gerais,"São João Da Lagoa, MG",Sao Joao Da Lagoa
3162302,São João Da Mata,MG,Minas Gerais,"São João Da Mata, MG",Sao Joao Da Mata
3162401,São João Da Ponte,MG,Minas Gerais,"São João Da Ponte, MG",Sao Joao Da Ponte
3162450,São João Das Missões,MG,Minas Gerais,"São João Das Missões, MG",Sao Joao Das Missoes
3162500,São João Del Rei,MG,Minas Gerais,"São João Del Rei, MG",Sao Joao Del Rei
3162559,São João Do Manhuaçu,MG,Minas Gerais,"São João Do Manhuaçu, MG",Sao Joao Do Manhuacu
3162575,São João Do Manteninha,MG,Minas Gerais,"São João Do Manteninha, MG",Sao Joao Do Manteninha
3162609,São João Do Oriente,MG,Minas Gerais,"São João Do Oriente, MG",Sao Joao Do Oriente
3162658,São João Do Pacuí,MG,Minas Gerais,"São João Do Pacuí, MG",Sao Joao Do Pacui
3162708,São João Do Paraíso,MG,Minas Gerais,"São João Do Paraíso, MG",Sao Joao Do Paraiso
3162807,São João Evangelista,MG,Minas Gerais,"São João Evangelista, MG",Sao Joao Evangelista
3162906,São João Nepomuceno,MG,Minas Gerais,"São João Nepomuceno, MG",Sao Joao Nepomuceno
3162922,São Joaquim De Bicas,MG,Minas Gerais,"São Joaquim De Bicas, MG",Sao Joaquim De Bicas
3162948,São José Da Barra,MG,Minas Gerais,"São José Da Barra, MG",Sao Jose Da Barra
3162955,São José Da Lapa,MG,Minas Gerais,"São José Da Lapa, MG",Sao Jose Da Lapa
3163003,São José Da Safira,MG,Minas Gerais,"São José Da Safira, MG",Sao Jose Da Safira
3163102,São José Da Varginha,MG,Minas Gerais,"São José Da Varginha, MG",Sao Jose Da Varginha
3163201,São José Do Alegre,MG,Minas Gerais,"São José Do Alegre, MG",Sao Jose Do Alegre
3163300,São José Do Divino,MG,Minas Gerais,"São José Do Divino, MG",Sao Jose Do Divino
3163409,São José Do Goiabal,MG,Minas Gerais,"São José Do Goiabal, MG",Sao Jose Do Goiabal
3163508,São José Do Jacuri,MG,Minas Gerais,"São José Do Jacuri, MG",Sao Jose Do Jacuri
3163607,São José Do Mantimento,MG,Minas Gerais,"São José Do Mantimento, MG",Sao Jose Do Mantimento
3163706,São Lourenço,MG,Minas Gerais,"São Lourenço, MG",Sao Lourenco
3163805,São Miguel Do Anta,MG,Minas Gerais,"São Miguel Do Anta, MG",Sao Miguel Do Anta
3163904,São Pedro Da União,MG,Minas Gerais,"São Pedro Da União, MG",Sao Pedro Da Uniao
3164001,São Pedro Dos Ferros,MG,Minas Gerais,"São Pedro Dos Ferros, MG",Sao Pedro Dos Ferros
3164100,São Pedro Do Suaçuí,MG,Minas Gerais,"São Pedro Do Suaçuí, MG",Sao Pedro Do Suacui
3164209,São Romão,MG,Minas Gerais,"São Romão, MG",Sao Romao
3164308,São Roque De Minas,MG,Minas Gerais,"São Roque De Minas, MG",Sao Roque De Minas
3164407,São Sebastião Da Bela Vista,MG,Minas Gerais,"São Sebastião Da Bela Vista, MG",Sao Sebastiao Da Bela Vista
3164431,São Sebastião Da Vargem Alegre,MG,Minas Gerais,"São Sebastião Da Vargem Alegre, MG",Sao Sebastiao Da Vargem Alegre
3164472,São Sebastião Do Anta,MG,Minas Gerais,"São Sebastião Do Anta, MG",Sao Sebastiao Do Anta
3164506,São Sebastião Do Maranhão,MG,Minas Gerais,"São Sebastião Do Maranhão, MG",Sao Sebastiao Do Maranhao
3164605,São Sebastião Do Oeste,MG,Minas Gerais,"São Sebastião Do Oeste, MG",Sao Sebastiao Do Oeste
3164704,São Sebastião Do Paraíso,MG,Minas Gerais,"São Sebastião Do Paraíso, MG",Sao Sebastiao Do Paraiso
3164803,São Sebastião Do Rio Preto,MG,Minas Gerais,"São Sebastião Do Rio Preto, MG",Sao Sebastiao Do Rio Preto
3164902,São Sebastião Do Rio Verde,MG,Minas Gerais,"São Sebastião Do Rio Verde, MG",Sao Sebastiao Do Rio Verde
3165008,São Tiago,MG,Minas Gerais,"São Tiago, MG",Sao Tiago
3165107,São Tomás De Aquino,MG,Minas Gerais,"São Tomás De Aquino, MG",Sao Tomas De Aquino
3165206,São Tomé Das Letras,MG,Minas Gerais,"São Tomé Das Letras, MG",Sao Tome Das Letras
3165305,São Vicente De Minas,MG,Minas Gerais,"São Vicente De Minas, MG",Sao Vicente De Minas
3165404,Sapucaí-Mirim,MG,Minas Gerais,"Sapucaí-Mirim, MG",Sapucai-Mirim
3165503,Sardoá,MG,Minas Gerais,"Sardoá, MG",Sardoa
3165537,Sarzedo,MG,Minas Gerais,"Sarzedo, MG",Sarzedo
3165552,Setubinha,MG,Minas Gerais,"Setubinha, MG",Setubinha
3165560,Sem-Peixe,MG,Minas Gerais,"Sem-Peixe, MG",Sem-Peixe
3165578,Senador Amaral,MG,Minas Gerais,"Senador Amaral, MG",Senador Amaral
3165602,Senador Cortes,MG,Minas Gerais,"Senador Cortes, MG",Senador Cortes
3165701,Senador Firmino,MG,Minas Gerais,"Senador Firmino, MG",Senador Firmino
3165800,Senador José Bento,MG,Minas Gerais,"Senador José Bento, MG",Senador Jose Bento
3165909,Senador Modestino Gonçalves,MG,Minas Gerais,"Senador Modestino Gonçalves, MG",Senador Modestino Goncalves
3166006,Senhora De Oliveira,MG,Minas Gerais,"Senhora De Oliveira, MG",Senhora De Oliveira
3166105,Senhora Do Porto,MG,Minas Gerais,"Senhora Do Porto, MG",Senhora Do Porto
3166204,Senhora Dos Remédios,MG,Minas Gerais,"Senhora Dos Remédios, MG",Senhora Dos Remedios
3166303,Sericita,MG,Minas Gerais,"Sericita, MG",Sericita
3166402,Seritinga,MG,Minas Gerais,"Seritinga, MG",Seritinga
3166501,Serra Azul De Minas,MG,Minas Gerais,"Serra Azul De Minas, MG",Serra Azul De Minas
3166600,Serra Da Saudade,MG,Minas Gerais,"Serra Da Saudade, MG",Serra Da Saudade
3166709,Serra Dos Aimorés,MG,Minas Gerais,"Serra Dos Aimorés, MG",Serra Dos Aimores
3166808,Serra Do Salitre,MG,Minas Gerais,"Serra Do Salitre, MG",Serra Do Salitre
3166907,Serrania,MG,Minas Gerais,"Serrania, MG",Serrania
3166956,Serranópolis De Minas,MG,Minas Gerais,"Serranópolis De Minas, MG",Serranopolis De Minas
3167004,Serranos,MG,Minas Gerais,"Serranos, MG",Serranos
3167103,Serro,MG,Minas Gerais,"Serro, MG",Serro
3167202,Sete Lagoas,MG,Minas Gerais,"Sete Lagoas, MG",Sete Lagoas
3167301,Silveirânia,MG,Minas Gerais,"Silveirânia, MG",Silveirania
3167400,Silvianópolis,MG,Minas Gerais,"Silvianópolis, MG",Silvianopolis
3167509,Simão Pereira,MG,Minas Gerais,"Simão Pereira, MG",Simao Pereira
3167608,Simonésia,MG,Minas Gerais,"Simonésia, MG",Simonesia
3167707,Sobrália,MG,Minas Gerais,"Sobrália, MG",Sobralia
3167806,Soledade De Minas,MG,Minas Gerais,"Soledade De Minas, MG",Soledade De Minas
3167905,Tabuleiro,MG,Minas Gerais,"Tabuleiro, MG",Tabuleiro
3168002,Taiobeiras,MG,Minas Gerais,"Taiobeiras, MG",Taiobeiras
3168051,Taparuba,MG,Minas Gerais,"Taparuba, MG",Taparuba
3168101,Tapira,MG,Minas Gerais,"Tapira, MG",Tapira
3168200,Tapiraí,MG,Minas Gerais,"Tapiraí, MG",Tapirai
3168309,Taquaraçu De Minas,MG,Minas Gerais,"Taquaraçu De Minas, MG",Taquaracu De Minas
3168408,Tarumirim,MG,Minas Gerais,"Tarumirim, MG",Tarumirim
3168507,Teixeiras,MG,Minas Gerais,"Teixeiras, MG",Teixeiras
3168606,Teófilo Otoni,MG,Minas Gerais,"Teófilo Otoni, MG",Teofilo Otoni
3168705,Timóteo,MG,Minas Gerais,"Timóteo, MG",Timoteo
3168804,Tiradentes,MG,Minas Gerais,"Tiradentes, MG",Tiradentes
3168903,Tiros,MG,Minas Gerais,"Tiros, MG",Tiros
3169000,Tocantins,MG,Minas Gerais,"Tocantins, MG",Tocantins
3169059,Tocos Do Moji,MG,Minas Gerais,"Tocos Do Moji, MG",Tocos Do Moji
3169109,Toledo,MG,Minas Gerais,"Toledo, MG",Toledo
3169208,Tombos,MG,Minas Gerais,"Tombos, MG",Tombos
3169307,Três Corações,MG,Minas Gerais,"Três Corações, MG",Tres Coracoes
3169356,Três Marias,MG,Minas Gerais,"Três Marias, MG",Tres Marias
3169406,Três Pontas,MG,Minas Gerais,"Três Pontas, MG",Tres Pontas
3169505,Tumiritinga,MG,Minas Gerais,"Tumiritinga, MG",Tumiritinga
3169604,Tupaciguara,MG,Minas Gerais,"Tupaciguara, MG",Tupaciguara
3169703,Turmalina,MG,Minas Gerais,"Turmalina, MG",Turmalina
3169802,Turvolândia,MG,Minas Gerais,"Turvolândia, MG",Turvolandia
3169901,Ubá,MG,Minas Gerais,"Ubá, MG",Uba
3170008,Ubaí,MG,Minas Gerais,"Ubaí, MG",Ubai
3170057,Ubaporanga,MG,Minas Gerais,"Ubaporanga, MG",Ubaporanga
3170107,Uberaba,MG,Minas Gerais,"Uberaba, MG",Uberaba
3170206,Uberlândia,MG,Minas Gerais,"Uberlândia, MG",Uberlandia
3170305,Umburatiba,MG,Minas Gerais,"Umburatiba, MG",Umburatiba
3170404,Unaí,MG,Minas Gerais,"Unaí, MG",Unai
3170438,União De Minas,MG,Minas Gerais,"União De Minas, MG",Uniao De Minas
3170479,Uruana De Minas,MG,Minas Gerais,"Uruana De Minas, MG",Uruana De Minas
3170503,Urucânia,MG,Minas Gerais,"Urucânia, MG",Urucania
3170529,Urucuia,MG,Minas Gerais,"Urucuia, MG",Urucuia
3170578,Vargem Alegre,MG,Minas Gerais,"Vargem Alegre, MG",Vargem Alegre
3170602,Vargem Bonita,MG,Minas Gerais,"Vargem Bonita, MG",Vargem Bonita
3170651,Vargem Grande Do Rio Pardo,MG,Minas Gerais,"Vargem Grande Do Rio Pardo, MG",Vargem Grande Do Rio Pardo
3170701,Varginha,MG,Minas Gerais,"Varginha, MG",Varginha
3170750,Varjão De Minas,MG,Minas Gerais,"Varjão De Minas, MG",Varjao De Minas
3170800,Várzea Da Palma,MG,Minas Gerais,"Várzea Da Palma, MG",Varzea Da Palma
3170909,Varzelândia,MG,Minas Gerais,"Varzelândia, MG",Varzelandia
3171006,Vazante,MG,Minas Gerais,"Vazante, MG",Vazante
3171030,Verdelândia,MG,Minas Gerais,"Verdelândia, MG",Verdelandia
3171071,Veredinha,MG,Minas Gerais,"Veredinha, MG",Veredinha
3171105,Veríssimo,MG,Minas Gerais,"Veríssimo, MG",Verissimo
3171154,Vermelho Novo,MG,Minas Gerais,"Vermelho Novo, MG",Vermelho Novo
3171204,Vespasiano,MG,Minas Gerais,"Vespasiano, MG",Vespasiano
3171303,Viçosa,MG,Minas Gerais,"Viçosa, MG",Vicosa
3171402,Vieiras,MG,Minas Gerais,"Vieiras, MG",Vieiras
3171501,Mathias Lobato,MG,Minas Gerais,"Mathias Lobato, MG",Mathias Lobato
3171600,Virgem Da Lapa,MG,Minas Gerais,"Virgem Da Lapa, MG",Virgem Da Lapa
3171709,Virgínia,MG,Minas Gerais,"Virgínia, MG",Virginia
3171808,Virginópolis,MG,Minas Gerais,"Virginópolis, MG",Virginopolis
3171907,Virgolândia,MG,Minas Gerais,"Virgolândia, MG",Virgolandia
3172004,Visconde Do Rio Branco,MG,Minas Gerais,"Visconde Do Rio Branco, MG",Visconde Do Rio Branco
3172103,Volta Grande,MG,Minas Gerais,"Volta Grande, MG",Volta Grande
3172202,Wenceslau Braz,MG,Minas Gerais,"Wenceslau Braz, MG",Wenceslau Braz
3200102,Afonso Cláudio,ES,Espírito Santo,"Afonso Cláudio, ES",Afonso Claudio
3200136,Águia Branca,ES,Espírito Santo,"Águia Branca, ES",Aguia Branca
3200169,Água Doce Do Norte,ES,Espírito Santo,"Água Doce Do Norte, ES",Agua Doce Do Norte
3200201,Alegre,ES,Espírito Santo,"Alegre, ES",Alegre
3200300,Alfredo Chaves,ES,Espírito Santo,"Alfredo Chaves, ES",Alfredo Chaves
3200359,Alto Rio Novo,ES,Espírito Santo,"Alto Rio Novo, ES",Alto Rio Novo
3200409,Anchieta,ES,Espírito Santo,"Anchieta, ES",Anchieta
3200508,Apiacá,ES,Espírito Santo,"Apiacá, ES",Apiaca
3200607,Aracruz,ES,Espírito Santo,"Aracruz, ES",Aracruz
3200706,Atílio Vivácqua,ES,Espírito Santo,"Atílio Vivácqua, ES",Atilio Vivacqua
3200805,Baixo Guandu,ES,Espírito Santo,"Baixo Guandu, ES",Baixo Guandu
3200904,Barra De São Francisco,ES,Espírito Santo,"Barra De São Francisco, ES",Barra De Sao Francisco
3201001,Boa Esperança,ES,Espírito Santo,"Boa Esperança, ES",Boa Esperanca
3201100,Bom Jesus Do Norte,ES,Espírito Santo,"Bom Jesus Do Norte, ES",Bom Jesus Do Norte
3201159,Brejetuba,ES,Espírito Santo,"Brejetuba, ES",Brejetuba
3201209,Cachoeiro De Itapemirim,ES,Espírito Santo,"Cachoeiro De Itapemirim, ES",Cachoeiro De Itapemirim
3201308,Cariacica,ES,Espírito Santo,"Cariacica, ES",Cariacica
3201407,Castelo,ES,Espírito Santo,"Castelo, ES",Castelo
3201506,Colatina,ES,Espírito Santo,"Colatina, ES",Colatina
3201605,Conceição Da Barra,ES,Espírito Santo,"Conceição Da Barra, ES",Conceicao Da Barra
3201704,Conceição Do Castelo,ES,Espírito Santo,"Conceição Do Castelo, ES",Conceicao Do Castelo
3201803,Divino De São Lourenço,ES,Espírito Santo,"Divino De São Lourenço, ES",Divino De Sao Lourenco
3201902,Domingos Martins,ES,Espírito Santo,"Domingos Martins, ES",Domingos Martins
3202009,Dores Do Rio Preto,ES,Espírito Santo,"Dores Do Rio Preto, ES",Dores Do Rio Preto
3202108,Ecoporanga,ES,Espírito Santo,"Ecoporanga, ES",Ecoporanga
3202207,Fundão,ES,Espírito Santo,"Fundão, ES",Fundao
3202256,Governador Lindenberg,ES,Espírito Santo,"Governador Lindenberg, ES",Governador Lindenberg
3202306,Guaçuí,ES,Espírito Santo,"Guaçuí, ES",Guacui
3202405,Guarapari,ES,Espírito Santo,"Guarapari, ES",Guarapari
3202454,Ibatiba,ES,Espírito Santo,"Ibatiba, ES",Ibatiba
3202504,Ibiraçu,ES,Espírito Santo,"Ibiraçu, ES",Ibiracu
3202553,Ibitirama,ES,Espírito Santo,"Ibitirama, ES",Ibitirama
3202603,Iconha,ES,Espírito Santo,"Iconha, ES",Iconha
3202652,Irupi,ES,Espírito Santo,"Irupi, ES",Irupi
3202702,Itaguaçu,ES,Espírito Santo,"Itaguaçu, ES",Itaguacu
3202801,Itapemirim,ES,Espírito Santo,"Itapemirim, ES",Itapemirim
3202900,Itarana,ES,Espírito Santo,"Itarana, ES",Itarana
3203007,Iúna,ES,Espírito Santo,"Iúna, ES",Iuna
3203056,Jaguaré,ES,Espírito Santo,"Jaguaré, ES",Jaguare
3203106,Jerônimo Monteiro,ES,Espírito Santo,"Jerônimo Monteiro, ES",Jeronimo Monteiro
3203130,João Neiva,ES,Espírito Santo,"João Neiva, ES",Joao Neiva
3203163,Laranja Da Terra,ES,Espírito Santo,"Laranja Da Terra, ES",Laranja Da Terra
3203205,Linhares,ES,Espírito Santo,"Linhares, ES",Linhares
3203304,Mantenópolis,ES,Espírito Santo,"Mantenópolis, ES",Mantenopolis
3203320,Marataízes,ES,Espírito Santo,"Marataízes, ES",Marataizes
3203346,Marechal Floriano,ES,Espírito Santo,"Marechal Floriano, ES",Marechal Floriano
3203353,Marilândia,ES,Espírito Santo,"Marilândia, ES",Marilandia
3203403,Mimoso Do Sul,ES,Espírito Santo,"Mimoso Do Sul, ES",Mimoso Do Sul
3203502,Montanha,ES,Espírito Santo,"Montanha, ES",Montanha
3203601,Mucurici,ES,Espírito Santo,"Mucurici, ES",Mucurici
3203700,Muniz Freire,ES,Espírito Santo,"Muniz Freire, ES",Muniz Freire
3203809,Muqui,ES,Espírito Santo,"Muqui, ES",Muqui
3203908,Nova Venécia,ES,Espírito Santo,"Nova Venécia, ES",Nova Venecia
3204005,Pancas,ES,Espírito Santo,"Pancas, ES",Pancas
3204054,Pedro Canário,ES,Espírito Santo,"Pedro Canário, ES",Pedro Canario
3204104,Pinheiros,ES,Espírito Santo,"Pinheiros, ES",Pinheiros
3204203,Piúma,ES,Espírito Santo,"Piúma, ES",Piuma
3204252,Ponto Belo,ES,Espírito Santo,"Ponto Belo, ES",Ponto Belo
3204302,Presidente Kennedy,ES,Espírito Santo,"Presidente Kennedy, ES",Presidente Kennedy
3204351,Rio Bananal,ES,Espírito Santo,"Rio Bananal, ES",Rio Bananal
3204401,Rio Novo Do Sul,ES,Espírito Santo,"Rio Novo Do Sul, ES",Rio Novo Do Sul
3204500,Santa Leopoldina,ES,Espírito Santo,"Santa Leopoldina, ES",Santa Leopoldina
3204559,Santa Maria De Jetibá,ES,Espírito Santo,"Santa Maria De Jetibá, ES",Santa Maria De Jetiba
3204609,Santa Teresa,ES,Espírito Santo,"Santa Teresa, ES",Santa Teresa
3204658,São Domingos Do Norte,ES,Espírito Santo,"São Domingos Do Norte, ES",Sao Domingos Do Norte
3204708,São Gabriel Da Palha,ES,Espírito Santo,"São Gabriel Da Palha, ES",Sao Gabriel Da Palha
3204807,São José Do Calçado,ES,Espírito Santo,"São José Do Calçado, ES",Sao Jose Do Calcado
3204906,São Mateus,ES,Espírito Santo,"São Mateus, ES",Sao Mateus
3204955,São Roque Do Canaã,ES,Espírito Santo,"São Roque Do Canaã, ES",Sao Roque Do Canaa
3205002,Serra,ES,Espírito Santo,"Serra, ES",Serra
3205010,Sooretama,ES,Espírito Santo,"Sooretama, ES",Sooretama
3205036,Vargem Alta,ES,Espírito Santo,"Vargem Alta, ES",Vargem Alta
3205069,Venda Nova Do Imigrante,ES,Espírito Santo,"Venda Nova Do Imigrante, ES",Venda Nova Do Imigrante
3205101,Viana,ES,Espírito Santo,"Viana, ES",Viana
3205150,Vila Pavão,ES,Espírito Santo,"Vila Pavão, ES",Vila Pavao
3205176,Vila Valério,ES,Espírito Santo,"Vila Valério, ES",Vila Valerio
3205200,Vila Velha,ES,Espírito Santo,"Vila Velha, ES",Vila Velha
3205309,Vitória,ES,Espírito Santo,"Vitória, ES",Vitoria
3300100,Angra Dos Reis,RJ,Rio de Janeiro,"Angra Dos Reis, RJ",Angra Dos Reis
3300159,Aperibé,RJ,Rio de Janeiro,"Aperibé, RJ",Aperibe
3300209,Araruama,RJ,Rio de Janeiro,"Araruama, RJ",Araruama
3300225,Areal,RJ,Rio de Janeiro,"Areal, RJ",Areal
3300233,Armação Dos Búzios,RJ,Rio de Janeiro,"Armação Dos Búzios, RJ",Armacao Dos Buzios
3300258,Arraial Do Cabo,RJ,Rio de Janeiro,"Arraial Do Cabo, RJ",Arraial Do Cabo
3300308,Barra Do Piraí,RJ,Rio de Janeiro,"Barra Do Piraí, RJ",Barra Do Pirai
3300407,Barra Mansa,RJ,Rio de Janeiro,"Barra Mansa, RJ",Barra Mansa
3300456,Belford Roxo,RJ,Rio de Janeiro,"Belford Roxo, RJ",Belford Roxo
3300506,Bom Jardim,RJ,Rio de Janeiro,"Bom Jardim, RJ",Bom Jardim
3300605,Bom Jesus Do Itabapoana,RJ,Rio de Janeiro,"Bom Jesus Do Itabapoana, RJ",Bom Jesus Do Itabapoana
3300704,Cabo Frio,RJ,Rio de Janeiro,"Cabo Frio, RJ",Cabo Frio
